DOMAIN	ACCESSION	Apophysomyces_elegans_B7760	Apophysomyces_ossiformis__NRRL_A-21654	Apophysomyces_sp___BC1015	Apophysomyces_sp___BC1021	Apophysomyces_sp___BC1034	Apophysomyces_trapeziformis_B9324	Apophysomyces_variabilis__NCCPF_102052	Saksenaea_oblongisporus_B3353	Saksenaea_vasiformis_B4078
MotA_ExbB	PF01618.16	0	0	1	0	2	0	0	0	0
Dpoe2NT	PF12213.8	1	0	0	0	0	1	1	0	0
GspH	PF12019.8	0	0	2	0	1	0	0	0	0
QueC	PF06508.13	0	0	1	0	1	0	0	1	0
DNA_gyraseB_C	PF00986.21	0	0	2	0	1	0	0	0	0
DUF1720	PF08226.11	0	1	0	0	0	1	1	0	0
Nnf1	PF03980.14	0	1	0	0	0	0	0	1	1
Vmethyltransf	PF01660.17	0	0	0	1	0	0	0	1	1
Lycopene_cycl	PF05834.12	1	0	0	0	0	1	1	0	0
HHH_3	PF12836.7	0	0	1	0	2	0	0	0	0
FleQ	PF06490.11	0	0	2	0	1	0	0	0	0
COA2	PF17051.5	1	0	0	1	0	1	0	0	0
VID27	PF08553.10	0	0	0	0	0	0	0	1	2
Pep_deformylase	PF01327.21	0	0	1	0	2	0	0	0	0
Zn_dep_PLPC	PF00882.18	0	0	1	1	1	0	0	0	0
PhoPQ_related	PF10142.9	0	0	1	1	1	0	0	0	0
HicB	PF05534.12	0	0	2	0	1	0	0	0	0
AceK	PF06315.11	0	0	2	0	1	0	0	0	0
TPR_18	PF13512.6	0	0	2	0	1	0	0	0	0
GlnD_UR_UTase	PF08335.11	0	0	0	0	3	0	0	0	0
NADHdh	PF00146.21	0	0	1	0	1	0	0	0	1
RPM2	PF08579.11	1	1	0	0	0	0	1	0	0
IspD	PF01128.19	0	0	2	0	1	0	0	0	0
BrnT_toxin	PF04365.13	0	0	2	0	1	0	0	0	0
ParD_like	PF11903.8	0	0	1	0	2	0	0	0	0
CDT1	PF08839.11	1	0	0	0	0	0	0	1	1
2_5_RNA_ligase2	PF13563.6	0	1	0	0	0	1	0	1	0
zf-C4pol	PF14260.6	0	0	0	0	1	1	0	0	1
HTH_23	PF13384.6	0	1	0	1	1	0	0	0	0
DASH_Spc19	PF08287.11	0	0	1	0	0	0	1	1	0
HDOD	PF08668.12	0	1	0	0	0	0	0	1	1
Phage_GPD	PF05954.11	0	0	1	0	2	0	0	0	0
Phage_GPL	PF05926.11	0	0	1	0	2	0	0	0	0
UvrA_DNA-bind	PF17755.1	0	0	1	0	2	0	0	0	0
ATP_synt_H	PF05493.13	1	0	0	0	0	1	0	0	1
CHASE3	PF05227.13	0	0	1	0	2	0	0	0	0
DNA_ligase_OB_2	PF14743.6	0	1	0	1	0	0	0	1	0
Fer4_14	PF13394.6	0	0	1	0	1	0	0	1	0
YadA_stalk	PF05662.14	0	0	1	0	2	0	0	0	0
Fil_haemagg_2	PF13332.6	0	0	1	0	1	0	0	0	0
GSH-S_ATP	PF02955.16	0	0	1	0	1	0	0	0	0
Brr6_like_C_C	PF10104.9	1	0	0	0	0	0	0	1	0
Asp_decarbox	PF02261.16	0	0	1	0	1	0	0	0	0
HTH_20	PF12840.7	0	0	1	0	1	0	0	0	0
DUF2939	PF11159.8	0	0	1	0	1	0	0	0	0
TetR_C_2	PF08361.11	0	0	1	0	1	0	0	0	0
Rho_N	PF07498.12	0	0	1	0	1	0	0	0	0
TraG_N	PF07916.11	0	0	1	0	1	0	0	0	0
DUF1857	PF08982.11	0	0	1	0	1	0	0	0	0
ZapD	PF07072.11	0	0	1	0	1	0	0	0	0
DNA_pol3_beta	PF00712.19	0	0	1	0	1	0	0	0	0
HSP33	PF01430.19	0	0	1	0	1	0	0	0	0
UvrC_HhH_N	PF08459.11	0	0	1	0	1	0	0	0	0
SAF	PF08666.12	0	0	1	0	1	0	0	0	0
Phage_lysis	PF03245.13	0	0	1	0	1	0	0	0	0
RES	PF08808.11	0	0	1	0	1	0	0	0	0
Ribosomal_L20	PF00453.18	0	0	1	0	1	0	0	0	0
DUF1853	PF08907.11	0	0	1	0	1	0	0	0	0
COX3	PF00510.18	0	0	1	0	1	0	0	0	0
Virulence_RhuM	PF13310.6	0	0	1	0	1	0	0	0	0
DNA_pol3_beta_3	PF02768.15	0	0	1	0	1	0	0	0	0
TcpQ	PF10671.9	0	0	1	0	1	0	0	0	0
Ring_hydroxyl_A	PF00848.19	0	0	1	0	1	0	0	0	0
MIS13	PF08202.11	0	1	0	0	0	0	0	1	0
DUF444	PF04285.12	0	0	1	0	1	0	0	0	0
QueF	PF14489.6	0	0	1	0	1	0	0	0	0
DUF3567	PF12091.8	0	0	1	0	1	0	0	0	0
ATP-synt_B	PF00430.18	0	0	1	0	1	0	0	0	0
5_3_exonuc_N	PF02739.16	0	0	1	0	1	0	0	0	0
TPR_15	PF13429.6	0	0	0	0	0	0	1	0	1
TcdB_toxin_midN	PF12256.8	0	0	0	0	2	0	0	0	0
Kdo_hydroxy	PF11004.8	0	0	1	0	1	0	0	0	0
FA_synthesis	PF02504.15	0	0	1	0	1	0	0	0	0
BetR	PF08667.10	0	0	1	0	1	0	0	0	0
Ribosomal_S20p	PF01649.18	0	0	1	0	1	0	0	0	0
DciA	PF05258.12	0	0	1	0	1	0	0	0	0
GlutR_dimer	PF00745.20	0	0	1	0	1	0	0	0	0
HTH_Tnp_Mu_1	PF02316.16	0	0	1	0	1	0	0	0	0
PhageMin_Tail	PF10145.9	0	0	1	0	1	0	0	0	0
YajC	PF02699.15	0	0	1	0	1	0	0	0	0
MlaA	PF04333.13	0	0	1	0	1	0	0	0	0
PNP_phzG_C	PF10590.9	0	0	1	0	1	0	0	0	0
TamB	PF04357.13	0	0	1	0	1	0	0	0	0
zf-RVT	PF13966.6	0	0	0	0	1	0	0	0	1
Phage_holin_3_2	PF04550.12	0	0	1	0	1	0	0	0	0
DUF218	PF02698.17	0	0	1	0	1	0	0	0	0
ResB	PF05140.14	0	0	1	0	1	0	0	0	0
KIX_2	PF16987.5	0	0	0	0	0	0	0	1	1
Ribosomal_L25p	PF01386.19	0	0	1	0	1	0	0	0	0
Iron_transport	PF10634.9	0	0	1	0	1	0	0	0	0
Ribosomal_S30AE	PF02482.19	0	0	1	0	1	0	0	0	0
RVT_N	PF13655.6	0	0	1	0	1	0	0	0	0
Rad50_zn_hook	PF04423.14	0	0	0	0	0	1	0	0	1
Peptidase_S66C	PF17676.1	0	0	1	0	1	0	0	0	0
PHB_depo_C	PF06850.11	0	0	1	0	1	0	0	0	0
DNA_circ_N	PF07157.12	0	0	1	0	1	0	0	0	0
T4SS_TraI	PF16932.5	0	0	1	0	1	0	0	0	0
rve	PF00665.26	0	0	0	0	0	0	0	0	2
YscJ_FliF	PF01514.17	0	0	1	0	1	0	0	0	0
KdpA	PF03814.15	0	0	1	0	1	0	0	0	0
MLTR_LBD	PF17765.1	0	0	1	0	1	0	0	0	0
SOSSC	PF15925.5	0	0	0	0	0	1	1	0	0
Hpr_kinase_N	PF02603.16	0	0	1	0	1	0	0	0	0
DXP_synthase_N	PF13292.6	0	0	1	0	1	0	0	0	0
Queuosine_synth	PF02547.15	0	0	1	0	1	0	0	0	0
ParE-like_toxin	PF15781.5	0	0	1	0	1	0	0	0	0
RsmJ	PF04378.13	0	0	1	0	1	0	0	0	0
DsbD	PF02683.15	0	0	1	0	1	0	0	0	0
Pec_lyase	PF09492.10	0	0	1	0	1	0	0	0	0
Rho_RNA_bind	PF07497.12	0	0	1	0	1	0	0	0	0
MlaE	PF02405.16	0	0	1	0	1	0	0	0	0
DUF1841	PF08897.11	0	0	1	0	1	0	0	0	0
CstA	PF02554.14	0	0	0	0	2	0	0	0	0
Couple_hipA	PF13657.6	0	0	1	0	1	0	0	0	0
GshA	PF08886.11	0	0	1	0	1	0	0	0	0
AMNp_N	PF10423.9	0	0	1	0	1	0	0	0	0
GCHY-1	PF02649.14	0	0	1	0	1	0	0	0	0
OKR_DC_1_C	PF03711.15	0	0	1	0	1	0	0	0	0
Sipho_Gp157	PF05565.11	0	0	1	0	1	0	0	0	0
PriA_CRR	PF18319.1	0	0	1	0	1	0	0	0	0
YbaB_DNA_bd	PF02575.16	0	0	1	0	1	0	0	0	0
Gmad1	PF10647.9	0	0	1	0	1	0	0	0	0
FliH	PF02108.16	0	0	1	0	1	0	0	0	0
AAA_assoc_C	PF09821.9	0	0	1	0	1	0	0	0	0
GP46	PF07409.12	0	0	1	0	1	0	0	0	0
AMP-binding_C_2	PF14535.6	0	0	1	0	1	0	0	0	0
HTH_36	PF13730.6	0	0	1	0	1	0	0	0	0
SMC_ScpB	PF04079.16	0	0	1	0	1	0	0	0	0
P22_Cro	PF14549.6	0	0	1	0	1	0	0	0	0
PrkA	PF06798.12	0	0	1	0	1	0	0	0	0
PEPcase	PF00311.17	0	0	1	0	1	0	0	0	0
YceG	PF02618.16	0	0	1	0	1	0	0	0	0
ATP-synt_A	PF00119.20	0	0	1	0	1	0	0	0	0
Bac_transf	PF02397.16	0	0	1	0	1	0	0	0	0
HATPase_c_5	PF14501.6	0	0	1	0	1	0	0	0	0
Peptidase_M15_2	PF05951.13	0	0	1	0	1	0	0	0	0
DDE_Tnp_IS66_C	PF13817.6	0	0	1	0	0	0	0	0	1
tRNA_synt_2f	PF02092.17	0	0	1	0	1	0	0	0	0
Pectate_lyase_3	PF12708.7	0	0	0	0	1	0	0	1	0
YicC_N	PF03755.13	0	0	1	0	1	0	0	0	0
TraF	PF13728.6	0	0	1	0	1	0	0	0	0
GCS2	PF04107.13	0	0	1	0	1	0	0	0	0
PBP5_C	PF07943.13	0	0	1	0	1	0	0	0	0
DUF5051	PF16473.5	1	0	0	0	0	1	0	0	0
AsnC_trans_reg	PF01037.21	0	0	1	0	1	0	0	0	0
DapB_C	PF05173.14	0	0	1	0	1	0	0	0	0
Methyltransf_1N	PF02870.15	0	0	1	0	1	0	0	0	0
PriA_C	PF18074.1	0	0	1	0	1	0	0	0	0
HTH_ParB	PF17762.1	0	0	1	0	1	0	0	0	0
HrpB4	PF09502.10	0	0	1	0	1	0	0	0	0
DiS_P_DiS	PF06750.13	0	0	1	0	1	0	0	0	0
IPT	PF01745.16	0	0	1	0	1	0	0	0	0
DUF3824	PF12868.7	0	0	0	0	0	1	1	0	0
TetR_C_29	PF17938.1	0	0	1	0	1	0	0	0	0
DUF3331	PF11811.8	0	0	1	0	1	0	0	0	0
TraB	PF01963.17	0	0	1	0	1	0	0	0	0
CTP_transf_3	PF02348.19	0	0	1	0	1	0	0	0	0
Tnp_DNA_bind	PF14706.6	0	0	1	0	1	0	0	0	0
RAMP4	PF06624.12	0	1	0	0	0	0	0	0	1
TolA_bind_tri	PF16331.5	0	0	1	0	1	0	0	0	0
DUF2059	PF09832.9	0	0	1	0	1	0	0	0	0
Wzy_C_2	PF11846.8	0	0	1	0	1	0	0	0	0
Glyco_tranf_2_2	PF10111.9	0	0	1	0	1	0	0	0	0
HrcA_DNA-bdg	PF03444.15	0	0	1	0	1	0	0	0	0
DUF2383	PF09537.10	0	0	1	0	1	0	0	0	0
BrnA_antitoxin	PF14384.6	0	0	1	0	1	0	0	0	0
Rossmann-like	PF10727.9	0	0	1	0	1	0	0	0	0
SspB	PF04386.13	0	0	1	0	1	0	0	0	0
GNVR	PF13807.6	0	0	1	0	1	0	0	0	0
HTH_AsnC-type	PF13404.6	0	0	1	0	1	0	0	0	0
GIY-YIG	PF01541.24	0	0	1	0	1	0	0	0	0
HipA_C	PF07804.12	0	0	1	0	1	0	0	0	0
AmpE	PF17113.5	0	0	1	0	1	0	0	0	0
CRS1_YhbY	PF01985.21	0	0	1	0	1	0	0	0	0
DNA_pol3_delt_C	PF14840.6	0	0	1	0	1	0	0	0	0
DapB_N	PF01113.20	0	0	1	0	1	0	0	0	0
Asp_Glu_race	PF01177.22	0	0	1	0	1	0	0	0	0
RadC	PF04002.15	0	0	1	0	1	0	0	0	0
Phage_CI_repr	PF07022.13	0	0	1	0	1	0	0	0	0
MannoseP_isomer	PF01050.18	0	0	1	0	1	0	0	0	0
SecD-TM1	PF13721.6	0	0	1	0	1	0	0	0	0
DUF3463	PF11946.8	0	0	1	0	1	0	0	0	0
Acetyltransf_11	PF13720.6	0	0	1	0	1	0	0	0	0
LrgB	PF04172.16	0	0	0	0	0	0	0	1	1
DUF4357	PF14267.6	0	0	1	0	1	0	0	0	0
PAP_PilO	PF06864.12	0	0	1	0	1	0	0	0	0
Peptidase_S66	PF02016.15	0	0	1	0	1	0	0	0	0
GGDEF	PF00990.21	0	0	1	0	1	0	0	0	0
YqaJ	PF09588.10	0	0	1	0	1	0	0	0	0
Phage_pRha	PF09669.10	0	0	1	0	1	0	0	0	0
GlnE	PF03710.15	0	0	0	0	2	0	0	0	0
DUF4477	PF14780.6	1	0	0	1	0	0	0	0	0
HTH_Tnp_IS630	PF01710.16	0	0	0	0	0	1	1	0	0
Bac_thur_toxin	PF01338.18	1	1	0	0	0	0	0	0	0
Acylphosphatase	PF00708.18	0	0	1	0	1	0	0	0	0
Colicin_V	PF02674.16	0	0	1	0	1	0	0	0	0
CobD_Cbib	PF03186.13	0	0	1	0	1	0	0	0	0
Hfq	PF17209.3	0	0	0	0	2	0	0	0	0
Neuraminidase	PF18413.1	0	0	1	0	1	0	0	0	0
Nup96	PF12110.8	0	0	0	0	1	0	0	0	1
Rap1a	PF18602.1	0	0	1	0	1	0	0	0	0
DDE_Tnp_ISL3	PF01610.17	1	0	0	0	1	0	0	0	0
TcA_TcB_BD	PF18276.1	0	0	1	0	1	0	0	0	0
ABC2_membrane_3	PF12698.7	0	0	1	0	1	0	0	0	0
OKR_DC_1_N	PF03709.15	0	0	1	0	1	0	0	0	0
T4BSS_DotH_IcmK	PF12293.8	0	0	1	0	1	0	0	0	0
BacA	PF02673.18	0	0	1	0	1	0	0	0	0
Sigma70_ECF	PF07638.11	0	0	1	0	1	0	0	0	0
ABC_trans_aux	PF03886.13	0	0	1	0	1	0	0	0	0
Sigma70_r1_2	PF00140.20	0	0	0	0	2	0	0	0	0
ArAE_1	PF06081.11	0	0	0	0	0	1	0	0	1
ACP_syn_III_C	PF08541.10	0	0	1	0	1	0	0	0	0
Phage_holin_8	PF16931.5	0	0	1	0	1	0	0	0	0
FabA	PF07977.13	0	0	1	0	1	0	0	0	0
ATP-synt_DE	PF00401.20	0	0	1	0	1	0	0	0	0
Gly_kinase	PF02595.15	0	0	1	0	1	0	0	0	0
PEP-utilisers_N	PF05524.13	0	0	1	0	1	0	0	0	0
Rap1_C	PF11626.8	0	1	0	0	0	1	0	0	0
IGR	PF09597.10	0	0	0	0	0	0	0	1	1
DUF1992	PF09350.10	0	0	1	0	1	0	0	0	0
PHB_acc	PF05233.13	0	0	0	0	2	0	0	0	0
Phe_tRNA-synt_N	PF02912.18	0	0	1	0	1	0	0	0	0
GSH-S_N	PF02951.14	0	0	1	0	1	0	0	0	0
TetR	PF13972.6	0	0	1	0	1	0	0	0	0
MinC_N	PF05209.13	0	0	1	0	1	0	0	0	0
DsbD_2	PF13386.6	0	0	1	0	1	0	0	0	0
T4BSS_DotI_IcmL	PF11393.8	0	0	1	0	1	0	0	0	0
OKR_DC_1	PF01276.20	0	0	1	0	1	0	0	0	0
IF2_assoc	PF08364.11	0	0	1	0	1	0	0	0	0
Bac_export_2	PF01312.19	0	0	1	0	1	0	0	0	0
Man-6-P_recep	PF02157.15	0	0	0	0	0	0	0	1	1
Fimbrial	PF00419.20	0	0	1	0	1	0	0	0	0
Phage_Mu_Gp45	PF06890.12	0	0	1	0	1	0	0	0	0
RseA_N	PF03872.13	0	0	1	0	1	0	0	0	0
NeuB	PF03102.14	0	0	1	0	1	0	0	0	0
Arv1	PF04161.13	1	1	0	0	0	0	0	0	0
Dala_Dala_lig_N	PF01820.21	0	0	1	0	1	0	0	0	0
TrbI	PF03743.14	0	0	1	0	1	0	0	0	0
ABA_GPCR	PF12430.8	0	0	0	0	0	0	0	1	1
DUF488	PF04343.13	0	0	1	0	1	0	0	0	0
Peptidase_M61	PF05299.12	0	0	1	0	1	0	0	0	0
Nudix_N_2	PF14803.6	0	0	1	0	1	0	0	0	0
SurA_N	PF09312.11	0	0	1	0	1	0	0	0	0
Transposase_mut	PF00872.18	1	0	0	0	0	0	0	0	1
Fer4_5	PF12801.7	0	0	0	0	2	0	0	0	0
HTH_11	PF08279.12	0	0	1	0	1	0	0	0	0
DNA_RNApol_7kD	PF03604.13	0	0	0	0	0	0	0	1	1
Tom7	PF08038.12	0	0	0	0	0	0	0	1	1
QueF_N	PF14819.6	0	0	1	0	1	0	0	0	0
ATP-synt_I	PF03899.15	0	0	1	0	1	0	0	0	0
Ub-RnfH	PF03658.14	0	0	1	0	1	0	0	0	0
Tex_N	PF09371.10	0	0	1	0	1	0	0	0	0
VPS38	PF17649.1	0	1	0	0	0	0	0	0	1
GDE_C	PF06202.14	0	0	0	0	0	0	0	0	2
RelB	PF04221.12	0	0	1	0	1	0	0	0	0
MucB_RseB_C	PF17188.4	0	0	1	0	1	0	0	0	0
Aph-1	PF06105.12	1	0	0	0	0	1	0	0	0
HTH_Tnp_1	PF01527.20	0	0	2	0	0	0	0	0	0
DUF3458_C	PF17432.2	0	0	1	0	1	0	0	0	0
T2SSG	PF08334.11	0	0	1	0	1	0	0	0	0
zf-dskA_traR	PF01258.17	0	0	1	0	1	0	0	0	0
Beta-lactamase2	PF13354.6	0	0	1	0	1	0	0	0	0
dTDP_sugar_isom	PF00908.17	0	0	1	0	1	0	0	0	0
Filament	PF00038.21	0	0	0	0	0	0	0	2	0
DNA_pol3_delta	PF06144.13	0	0	1	0	1	0	0	0	0
PrpR_N	PF06506.11	0	0	1	0	1	0	0	0	0
Nitr_red_assoc	PF09655.10	0	0	1	0	1	0	0	0	0
T2SSE_N	PF05157.15	0	0	1	0	1	0	0	0	0
Phage_T7_tail	PF03906.14	0	0	1	0	1	0	0	0	0
CM1	PF03026.15	0	0	0	0	0	1	1	0	0
Hpr_kinase_C	PF07475.12	0	0	1	0	1	0	0	0	0
Acetyltransf_5	PF13444.6	0	0	1	0	1	0	0	0	0
SurA_N_2	PF13623.6	0	0	0	0	2	0	0	0	0
DUF3106	PF11304.8	0	0	1	0	1	0	0	0	0
KH_dom-like	PF14714.6	0	0	1	0	1	0	0	0	0
Phasin_2	PF09361.10	0	0	1	0	1	0	0	0	0
SecA_SW	PF07516.13	0	0	1	0	1	0	0	0	0
DsbC_N	PF10411.9	0	0	1	0	1	0	0	0	0
MinC_C	PF03775.16	0	0	1	0	1	0	0	0	0
OpgC_C	PF10129.9	0	0	1	0	1	0	0	0	0
NDUF_B4	PF07225.12	0	0	0	0	0	1	1	0	0
UCR_Fe-S_N	PF10399.9	0	0	1	0	1	0	0	0	0
DotD	PF16816.5	0	0	1	0	1	0	0	0	0
Peptidase_M57	PF12388.8	1	1	0	0	0	0	0	0	0
MraY_sig1	PF10555.9	0	0	1	0	1	0	0	0	0
DUF2474	PF10617.9	0	0	1	0	1	0	0	0	0
BCA_ABC_TP_C	PF12399.8	0	0	0	0	2	0	0	0	0
YABBY	PF04690.13	1	0	0	0	0	0	1	0	0
FCD	PF07729.12	0	0	1	0	1	0	0	0	0
Hydrophobin_2	PF06766.11	1	0	0	0	0	1	0	0	0
HigB-like_toxin	PF05015.13	0	0	1	0	1	0	0	0	0
CoA_trans	PF01144.23	0	0	1	0	1	0	0	0	0
HemY_N	PF07219.13	0	0	1	0	1	0	0	0	0
DUF1016_N	PF17761.1	0	0	1	0	1	0	0	0	0
DUF1754	PF08555.10	0	0	0	0	0	0	0	1	1
RusA	PF05866.11	0	0	1	0	1	0	0	0	0
PhoU_div	PF01865.16	0	0	1	0	1	0	0	0	0
Wzz	PF02706.15	0	0	1	0	1	0	0	0	0
Dodecin	PF07311.12	0	0	1	0	1	0	0	0	0
YbgT_YccB	PF08173.11	0	0	1	0	1	0	0	0	0
T3SS_ATPase_C	PF18269.1	0	0	1	0	1	0	0	0	0
DUF2313	PF10076.9	0	0	1	0	1	0	0	0	0
TonB_C	PF03544.14	0	0	1	0	1	0	0	0	0
DUF72	PF01904.18	0	0	1	0	1	0	0	0	0
OmpH	PF03938.14	0	0	1	0	1	0	0	0	0
TraH	PF06122.11	0	0	1	0	1	0	0	0	0
DUF4218	PF13960.6	1	1	0	0	0	0	0	0	0
Gon7	PF08738.10	0	0	0	0	0	0	1	0	1
zf-C4_Topoisom	PF01396.19	0	0	1	0	1	0	0	0	0
Peptidase_M15_3	PF08291.11	0	0	1	0	1	0	0	0	0
tRNA-synt_2e	PF02091.15	0	0	1	0	1	0	0	0	0
PilM	PF07419.12	0	0	1	0	1	0	0	0	0
Tmemb_170	PF10190.9	1	0	0	0	0	0	0	0	1
DivIC	PF04977.15	0	0	1	0	1	0	0	0	0
Toprim_N	PF08275.11	0	0	1	0	1	0	0	0	0
Peptidase_A24	PF01478.18	0	0	1	0	1	0	0	0	0
PDDEXK_1	PF12705.7	0	0	0	0	1	0	0	0	1
CNP1	PF08750.11	0	0	1	0	1	0	0	0	0
zinc_ribbon_16	PF17034.5	1	0	0	0	0	1	0	0	0
DXPR_C	PF13288.6	0	0	1	0	1	0	0	0	0
PUA_3	PF17785.1	0	0	1	0	1	0	0	0	0
HTH_Crp_2	PF13545.6	0	0	1	0	1	0	0	0	0
YdjC	PF04794.12	0	0	1	0	1	0	0	0	0
HrpB7	PF09486.10	0	0	1	0	1	0	0	0	0
RecJ_OB	PF17768.1	0	0	1	0	1	0	0	0	0
Secretin_N_2	PF07655.13	0	0	1	0	1	0	0	0	0
Rpp20	PF12328.8	0	1	1	0	0	0	0	0	0
Plant_tran	PF04827.14	0	0	0	0	0	1	0	0	1
PS-DH	PF14765.6	0	0	0	0	2	0	0	0	0
GtrA	PF04138.14	0	0	1	0	1	0	0	0	0
Dpy-30	PF05186.13	0	0	1	0	0	0	0	0	1
Sigma70_r1_1	PF03979.14	0	0	1	0	1	0	0	0	0
Sugar-bind	PF04198.13	0	0	1	0	1	0	0	0	0
DsbC	PF11412.8	0	0	1	0	1	0	0	0	0
PhoR	PF11808.8	0	0	1	0	1	0	0	0	0
PilS	PF08805.11	0	0	1	0	1	0	0	0	0
Y1_Tnp	PF01797.16	0	0	1	0	1	0	0	0	0
HEPN	PF05168.14	0	0	1	0	1	0	0	0	0
HlyD	PF00529.20	0	0	1	0	1	0	0	0	0
Fer2_BFD	PF04324.15	0	0	1	0	1	0	0	0	0
DUF2894	PF11445.8	0	0	1	0	1	0	0	0	0
YjgF_endoribonc	PF14588.6	0	0	1	0	1	0	0	0	0
FtsZ_C	PF12327.8	0	0	1	0	1	0	0	0	0
Virul_fac_BrkB	PF03631.15	0	0	1	0	1	0	0	0	0
Peptidase_M78	PF06114.13	0	0	1	0	1	0	0	0	0
SecB	PF02556.14	0	0	1	0	1	0	0	0	0
Arc	PF03869.14	0	0	1	0	1	0	0	0	0
Gly-zipper_YMGG	PF13441.6	0	0	1	0	1	0	0	0	0
HrcA	PF01628.21	0	0	1	0	1	0	0	0	0
RmuC	PF02646.16	0	0	1	0	1	0	0	0	0
CheR	PF01739.18	0	1	0	0	0	0	0	0	1
DUF4807	PF16065.5	0	1	0	0	0	1	0	0	0
TonB_2	PF13103.6	0	0	1	0	1	0	0	0	0
DUF465	PF04325.13	0	0	1	0	1	0	0	0	0
SPASM	PF13186.6	0	0	1	0	1	0	0	0	0
Caudo_TAP	PF02413.17	0	0	1	0	1	0	0	0	0
DUF520	PF04461.13	0	0	1	0	1	0	0	0	0
DNA_pol3_alpha	PF07733.12	0	0	1	0	1	0	0	0	0
DUF2889	PF11136.8	0	0	1	0	1	0	0	0	0
TetR_C_24	PF17932.1	0	0	1	0	1	0	0	0	0
HemX	PF04375.14	0	0	1	0	1	0	0	0	0
DUF3005	PF11448.8	0	0	1	0	1	0	0	0	0
ACP_syn_III	PF08545.10	0	0	1	0	1	0	0	0	0
Phage_P2_GpU	PF06995.11	0	0	1	0	1	0	0	0	0
GAF_3	PF13492.6	0	0	1	0	1	0	0	0	0
OstA	PF03968.14	0	0	1	0	1	0	0	0	0
DnaB	PF00772.21	0	0	1	0	1	0	0	0	0
Mitochondr_Som1	PF11093.8	0	0	0	1	0	1	0	0	0
ATP_bind_2	PF03668.15	0	0	1	0	1	0	0	0	0
Head-tail_con	PF12236.8	0	0	1	0	1	0	0	0	0
FHIPEP	PF00771.20	0	0	1	0	1	0	0	0	0
Na_Ala_symp	PF01235.17	0	0	1	0	1	0	0	0	0
SbmA_BacA	PF05992.12	0	0	1	0	1	0	0	0	0
CYTH	PF01928.21	0	0	1	0	1	0	0	0	0
IMD	PF08397.11	0	0	1	0	0	0	0	0	1
TatC	PF00902.18	0	0	1	0	1	0	0	0	0
DNA_pol3_chi	PF04364.13	0	0	1	0	1	0	0	0	0
Rogdi_lz	PF10259.9	1	0	0	0	0	0	0	1	0
KdpC	PF02669.15	0	0	1	0	1	0	0	0	0
DUF3693	PF12472.8	0	0	1	0	1	0	0	0	0
DUF4149	PF13664.6	0	0	1	0	1	0	0	0	0
Pro-kuma_activ	PF09286.11	0	0	1	0	1	0	0	0	0
Cript	PF10235.9	0	0	0	0	0	0	1	1	0
Cupredoxin_1	PF13473.6	0	0	1	0	1	0	0	0	0
Methyltransf_20	PF12147.8	0	0	1	0	1	0	0	0	0
FtsK_4TM	PF13491.6	0	0	1	0	1	0	0	0	0
MerR_1	PF13411.6	0	0	1	0	1	0	0	0	0
HHH_9	PF17674.1	0	0	1	0	1	0	0	0	0
Kinase-PPPase	PF03618.14	0	0	1	0	1	0	0	0	0
TPR_21	PF09976.9	0	0	1	0	1	0	0	0	0
PriA_3primeBD	PF17764.1	0	0	1	0	1	0	0	0	0
FUSC-like	PF12805.7	0	0	1	0	1	0	0	0	0
DNA_pol3_beta_2	PF02767.16	0	0	1	0	1	0	0	0	0
PBP_like_2	PF12849.7	0	0	1	0	1	0	0	0	0
GcpE	PF04551.14	0	0	1	0	1	0	0	0	0
DUF493	PF04359.14	0	0	1	0	1	0	0	0	0
Glycos_transf_N	PF04413.16	0	0	1	0	1	0	0	0	0
DUF3318	PF11780.8	0	0	1	0	1	0	0	0	0
Vir_act_alpha_C	PF10400.9	0	0	1	0	1	0	0	0	0
MinE	PF03776.14	0	0	1	0	1	0	0	0	0
DUF1732	PF08340.11	0	0	1	0	1	0	0	0	0
DHquinase_II	PF01220.19	0	0	1	0	1	0	0	0	0
AP_endonuc_2	PF01261.24	0	0	1	0	1	0	0	0	0
LpxK	PF02606.14	0	0	1	0	1	0	0	0	0
ATPgrasp_Ter	PF15632.6	0	0	0	0	0	0	0	1	1
HflK_N	PF12221.8	0	0	1	0	1	0	0	0	0
HpaP	PF09483.10	0	0	1	0	1	0	0	0	0
Peptidase_M61_N	PF17899.1	0	0	1	0	1	0	0	0	0
PadR	PF03551.14	0	0	1	0	1	0	0	0	0
LGT	PF01790.18	0	0	1	0	1	0	0	0	0
FliMN_C	PF01052.20	0	0	1	0	1	0	0	0	0
CesT	PF05932.13	0	0	1	0	1	0	0	0	0
CbiX	PF01903.17	0	0	1	0	1	0	0	0	0
Epimerase_2	PF02350.19	0	0	1	0	1	0	0	0	0
PEN-2	PF10251.9	0	0	0	1	1	0	0	0	0
GIIM	PF08388.11	0	0	2	0	0	0	0	0	0
StbA	PF06406.11	0	0	1	0	1	0	0	0	0
Glu_cys_ligase	PF04262.14	0	0	1	0	1	0	0	0	0
LptE	PF04390.12	0	0	1	0	1	0	0	0	0
Fumerase	PF05681.14	0	0	0	0	2	0	0	0	0
Fanconi_A_N	PF15865.5	0	0	0	0	0	0	0	1	1
DUF3418	PF11898.8	0	0	1	0	1	0	0	0	0
NadA	PF02445.16	0	0	1	0	1	0	0	0	0
